//0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
800,0,0,0,0,0,800,800,800,0,0,802,0,0,0,0,0,0,0,801,0,0,0,802,0,0,0,801,0,0,0,800
800,1,0,0,214,215,800,800,800,1,0,802,0,0,0,0,0,230,222,801,0,0,0,802,0,0,0,801,0,260,271,800
800,800,800,800,800,216,800,800,800,800,800,800,0,0,0,0,0,800,800,800,805,805,805,800,805,805,805,805,805,805,800,800
800,0,0,0,0,216,800,800,800,0,0,0,0,0,0,0,0,800,800,0,0,0,0,800,240,240,240,240,240,240,800,800
800,0,0,0,0,216,800,800,800,0,0,0,0,0,205,205,205,813,800,230,0,0,0,800,800,800,800,800,800,800,800,800
800,0,221,0,0,216,800,800,800,0,0,0,0,0,0,0,276,811,800,800,0,0,1801,0,0,0,0,0,0,0,0,800
800,805,805,805,805,805,814,813,800,0,0,0,0,0,0,0,0,800,800,800,304,300,0,303,301,0,0,302,0,0,0,800
800,0,0,0,0,0,800,815,800,0,0,0,0,0,0,0,0,800,800,800,800,800,800,800,800,800,800,800,800,0,0,800
800,0,0,0,0,0,251,277,812,0,0,0,0,0,0,0,0,800,800,0,251,0,0,800,0,251,0,0,0,0,0,800
800,0,0,0,0,0,0,0,810,205,205,205,0,0,0,0,0,800,800,0,0,0,0,800,0,0,0,0,0,0,0,800
800,0,0,0,0,0,0,0,800,272,0,0,0,0,0,0,0,800,800,0,0,260,223,800,0,0,0,0,0,0,305,800
800,0,0,0,0,0,800,0,800,0,0,0,0,0,0,0,0,800,800,0,800,800,800,800,0,0,800,800,800,800,800,800
800,0,0,0,0,212,211,0,800,0,0,0,0,0,0,0,0,800,800,0,800,800,800,800,0,0,800,800,800,800,276,813
800,0,0,0,0,213,800,800,800,1802,0,0,0,0,0,0,1802,800,800,0,0,251,0,0,0,0,0,0,251,0,0,815
800,0,0,0,0,213,801,801,800,800,800,800,801,801,800,800,800,800,800,0,1801,0,0,0,0,0,0,0,0,0,0,815
800,0,0,0,0,213,801,801,801,801,801,801,801,801,800,399,0,0,820,250,310,308,0,0,307,309,0,1800,306,311,250,815
800,1400,0,0,0,213,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,815
800,230,0,0,0,213,801,801,0,0,0,0,0,0,802,802,0,0,0,0,0,0,803,803,0,0,0,0,0,0,299,815
800,800,800,800,800,800,800,800,205,205,205,205,205,205,814,814,205,205,205,205,205,205,814,814,205,205,205,205,205,205,814,811
800,800,800,800,800,800,800,800,240,240,240,240,240,240,800,800,240,240,240,240,240,240,800,800,240,240,240,240,240,240,800,800
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
