//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
622,622,622,622,622,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,621,621,621,621,621
622,3,3,3,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,68,622
622,3,3,3,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,622,0,622
622,3,3,622,622,0,0,642,0,0,2,0,0,2,642,642,642,642,610,610,610,610,610,610,610,610,610,610,610,622,0,622
622,3,3,3,622,0,0,610,610,610,610,610,610,610,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,622
622,3,3,3,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,622
622,622,3,3,622,621,0,0,0,0,0,0,0,0,0,0,0,0,621,621,621,621,621,621,621,0,0,0,0,622,0,622
622,622,3,3,622,0,621,621,621,621,621,621,621,621,621,621,621,621,0,0,0,0,0,0,0,0,0,0,0,622,0,622
622,3,3,3,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,610,622,0,622
622,3,3,622,622,622,0,0,0,0,0,0,0,0,0,0,230,2,0,0,0,0,0,0,0,0,610,610,0,0,0,622
622,3,3,622,622,622,621,621,621,621,621,648,648,610,610,610,610,610,610,610,610,610,610,610,610,610,610,0,0,600,1,622
622,199,0,62,622,622,60,0,621,621,621,648,648,648,648,648,0,1400,0,0,0,0,0,0,0,0,610,0,0,622,622,622
622,10,10,10,622,622,40,40,620,620,621,648,648,648,648,648,0,0,0,198,0,0,30,0,0,0,610,0,0,622,622,622
622,622,622,622,622,610,600,600,621,621,40,621,621,621,610,610,610,610,610,610,610,610,610,0,0,0,610,0,0,622,622,622
610,0,0,610,0,610,0,0,0,0,40,0,0,0,0,620,0,0,0,0,40,0,0,0,0,0,610,0,0,622,622,622
610,1630,0,600,0,600,0,0,0,0,40,0,0,0,0,620,0,0,0,0,40,0,0,0,0,0,610,0,0,622,622,622
610,610,610,610,610,610,640,640,610,610,610,1,0,2,0,620,0,2,0,0,40,610,610,0,0,0,610,0,0,622,622,622
610,0,0,64,610,610,640,640,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,0,0,0,610,0,0,622,622,622
610,0,0,0,0,0,0,0,0,0,620,0,0,0,0,40,0,0,644,644,620,0,0,0,0,0,610,0,0,622,622,622
610,0,0,0,0,0,0,0,0,0,620,0,0,0,0,40,0,0,644,644,620,0,0,0,0,0,0,0,20,622,622,622
610,10,11,10,610,0,0,0,0,0,620,0,1610,0,0,40,0,0,644,644,620,0,0,0,20,230,0,0,610,622,622,622
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
