//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1004,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1004
1002,0,505,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,505,403,599,0,1001
1002,1400,506,404,0,0,0,503,2001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,506,1000,1000,0,1001
1002,1000,506,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,402,0,0,1001
1002,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,1001
1002,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,1001
1002,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,0,0,1001
1002,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,501,1000,1000,1004,1000,0,1004,1000,1000,0,0,0,0,0,0,1004,595,595,595,595,595,595,1004,0,400,0,0,0,0,0,1001
1002,1000,1002,1,405,0,0,0,2000,1004,1000,0,0,0,0,0,1004,596,596,596,596,596,596,1004,502,1000,1000,1000,1000,0,2001,1001
1002,0,1004,1000,1000,1000,1000,1000,1000,1004,1004,1000,1000,1000,1000,505,1004,1000,1000,1000,1000,1000,1000,1004,1000,1004,1004,1004,1004,1000,1000,1001
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,0,0,0,0,408,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,0,409,0,1000,1000,1000,0,406,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,0,1000,0,0,0,0,0,1000,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,0,1004,0,0,0,0,0,1004,0,0,0,0,0,0,506,230,1000,503,501,1000,0,0,0,0,0,0,0,0,0,411,1001
1002,504,1004,2001,1000,1000,1000,407,1004,0,0,0,0,0,2000,507,1000,1004,1000,1000,1004,1000,1000,0,0,0,0,0,1000,0,1000,1001
1002,1000,1004,1000,1004,1004,1004,1000,1004,1000,1000,1000,1000,1000,1000,1000,1004,1004,1004,1004,1004,1004,1004,1000,1000,0,0,1000,1004,1000,1004,1001
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,1001
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,1001
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1001
1002,299,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,412,0,1004,0,0,0,0,0,0,0,0,0,0,0,2001,1001
1004,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1004,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1004
